iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,2.12222,1
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,1.1667,0
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,1.1667,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,1.1667,0
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.1667,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,1.1667,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,1.1667,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,2.29445,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.637033,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,90,1.929633,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,90,1.3722,1
1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,90,1.3722,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.96665,1
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,1.3722,1
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.3722,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.96665,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,90,1.95555,1
0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,90,1.6,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,90,1.6,1
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,90,1.6,1
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,90,1.6,1
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,1.95555,1
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,90,1.5611,1
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,1.5611,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.5611,1
