auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,0,1,0,0,0,0,0.777778,0
1,0,0,0,0,0,1,0,0,0,0,1,0.814815,0
1,0,1,0,1,0,1,0,0,0,1,0,1.833333,1
1,0,0,1,1,0,0,0,0,1,0,0,1.847222,1
1,0,0,0,0,0,0,0,0,0,1,1,1.722222,1
0,1,1,1,0,0,0,1,0,1,0,1,0.777778,0
0,0,0,0,0,0,1,0,0,0,1,0,1.4,0
0,0,0,0,0,0,1,0,0,0,1,1,1.444444,0
0,0,1,0,0,0,1,0,0,0,0,1,0.777778,0
0,0,1,1,1,0,0,0,0,1,0,0,0.777778,0
0,0,1,1,0,0,0,0,0,1,0,0,0.555556,0
1,0,1,1,1,0,0,0,0,1,0,1,0.555556,0
1,0,0,1,1,0,1,1,0,1,0,0,0.555556,0
1,0,0,0,0,0,1,0,0,1,0,0,0.555556,0
1,0,0,0,0,0,0,1,0,1,0,0,1.481481,0
1,0,0,0,0,0,1,0,0,0,0,0,0.555556,0
0,0,0,0,0,0,1,0,0,0,0,0,0.555556,0
0,0,0,0,0,0,1,0,0,0,0,1,0.555556,0
0,0,1,0,1,0,1,0,0,0,0,1,0.555556,0
1,0,0,1,0,0,1,0,0,1,1,1,0.555556,0
1,1,0,0,0,0,0,1,0,1,0,1,1.555556,0
1,1,0,0,0,0,0,0,0,0,1,0,1.555556,0
1,1,1,0,0,0,0,0,0,0,0,0,1.777778,1
1,1,0,0,0,0,0,1,0,1,0,0,1.777778,1
1,1,0,0,1,0,0,1,0,0,1,0,1.777778,1
1,0,0,1,1,0,1,0,0,0,0,0,2.074074,1
1,0,0,0,0,0,0,0,0,1,1,0,2.311111,1
1,0,0,0,0,0,0,0,0,1,1,1,1.833333,1
1,1,0,0,0,0,0,0,0,1,0,0,1.555556,0
1,0,0,0,1,0,0,1,0,1,0,0,1.555556,0
1,0,0,1,1,0,0,0,0,0,1,1,2.0,1
0,0,1,0,0,0,1,0,0,0,1,0,1.222222,0
0,0,0,0,0,0,1,0,0,1,1,1,1.777778,1
0,0,0,0,0,0,0,0,0,0,1,1,1.777778,1
0,0,0,0,0,0,1,0,0,1,1,0,1.777778,1
0,0,0,0,0,0,0,0,0,1,1,1,1.777778,1
0,0,0,0,0,0,1,1,0,0,1,1,1.777778,1
0,1,0,0,0,0,1,0,0,0,1,0,1.777778,1
1,1,1,1,1,0,0,0,0,0,1,0,2.0,1
0,0,0,0,0,1,0,0,0,0,1,1,1.555556,0
0,0,0,0,0,1,0,0,0,0,1,0,1.555556,1
1,0,0,0,0,0,1,0,0,0,1,1,1.555556,1
1,0,0,0,0,0,1,1,0,0,1,0,1.555556,0
1,0,0,0,0,0,0,0,0,0,1,0,1.555556,1
