auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,1,0,1,0,0,1,1,0,1.875,1
1,0,1,0,0,0,1,1,0,0,1,1,1.666667,1
1,0,1,1,0,0,0,0,0,0,0,0,1.78125,1
1,0,0,0,1,0,1,0,0,1,0,0,1.25,0
0,0,0,0,1,0,0,1,0,0,0,1,1.6,1
0,0,0,1,0,0,0,0,0,0,0,1,1.833333,1
0,0,0,1,0,0,0,0,0,0,0,0,1.8,1
0,0,0,1,0,0,0,0,0,1,0,0,1.833333,1
1,0,1,0,0,1,1,1,0,1,1,0,1.7,1
1,0,0,1,0,1,0,0,0,0,0,1,1.7,1
0,0,1,1,1,0,0,0,0,0,0,0,1.25,0
0,1,0,1,1,0,0,1,0,1,0,0,1.25,0
0,0,0,1,0,0,0,1,0,0,0,0,1.625,1
0,0,0,1,0,0,0,1,0,0,0,1,1.625,1
0,0,1,1,1,1,0,0,0,0,0,0,1.25,0
0,0,0,0,0,1,1,0,0,0,0,1,1.25,0
0,0,0,0,0,1,0,0,1,0,0,1,1.25,0
0,0,0,0,0,0,0,0,0,1,0,0,1.6875,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6875,1
0,0,0,0,0,0,0,0,0,1,0,1,1.6875,1
0,0,1,0,1,0,0,1,0,0,0,0,1.25,0
0,0,1,0,0,0,0,0,0,1,0,0,1.6875,1
0,0,0,0,0,1,0,0,0,0,0,0,0.875,0
1,0,1,0,0,1,1,1,0,1,1,1,1.4375,1
0,0,0,0,0,1,1,0,0,0,0,0,0.875,0
0,0,0,0,0,1,0,0,0,1,1,1,0.875,0
0,0,1,1,0,0,0,0,0,0,0,0,1.375,0
0,0,0,1,0,0,0,1,0,1,0,0,1.375,0
1,0,0,1,0,0,0,0,0,0,0,1,1.375,1
1,1,1,0,0,0,1,1,0,0,1,1,1.375,1
1,1,0,1,0,0,0,0,0,0,0,1,1.375,1
1,0,0,1,1,0,0,0,0,0,1,0,1.375,1
1,0,0,1,1,0,0,0,0,0,0,0,1.375,0
1,0,0,1,0,0,0,0,0,0,0,0,1.375,0
1,0,0,1,0,1,0,0,0,0,1,0,1.375,0
1,0,1,0,0,1,0,0,0,0,1,0,1.375,0
1,0,0,0,0,1,0,0,0,0,0,0,1.375,0
1,0,0,1,0,1,0,1,0,0,1,0,1.375,0
0,0,0,0,0,0,1,0,0,1,0,0,1.25,0
0,0,1,0,0,0,0,1,0,0,0,0,1.25,0
0,0,0,0,0,0,1,0,0,0,0,0,1.25,0
1,0,0,0,0,0,0,0,0,1,0,0,1.25,0
1,0,0,0,0,0,1,0,0,1,0,0,1.25,0
0,0,0,0,0,0,0,1,0,1,0,0,1.25,0
