encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,1,0,1.804043,1
0,0,0,0,1,0,0,0,0,0,1,1.202712,0
0,0,0,0,0,1,0,1,0,1,0,1.724259,1
0,1,0,0,1,0,0,0,0,0,0,2.011627,1
0,0,0,1,0,0,0,1,1,0,0,2.092526,1
1,1,0,0,1,0,0,0,0,0,1,1.961627,1
0,0,0,0,1,0,0,0,0,0,0,1.202712,0
0,0,0,0,0,1,0,0,1,0,0,2.530875,1
1,0,0,0,1,0,0,1,1,0,0,0.870718,0
0,0,0,0,0,1,0,1,1,0,0,0.870718,0
1,0,0,1,0,0,0,1,0,1,0,2.44671,1
1,0,0,0,1,0,0,0,1,0,0,2.282488,1
1,0,0,0,1,0,0,0,1,0,1,2.152325,1
1,1,0,0,1,0,0,0,0,0,0,1.892918,1
0,1,0,0,1,0,0,1,1,1,0,2.069186,1
0,1,0,0,1,0,0,0,1,0,1,2.44671,1
0,0,0,0,0,1,0,0,0,0,0,2.09697,1
1,1,0,0,0,1,0,0,0,0,0,2.337949,1
0,0,0,0,1,0,0,1,0,0,1,1.380814,0
0,1,0,1,0,0,0,1,1,1,0,1.915143,1
0,0,0,0,0,1,0,1,1,1,0,1.438373,0
1,1,0,0,1,0,0,0,0,1,0,1.735359,1
0,0,0,0,1,0,0,0,1,0,1,1.553491,1
0,0,0,0,1,0,0,0,0,1,0,1.5778,1
0,1,0,0,1,0,0,1,1,0,1,1.5778,1
0,0,0,0,0,0,1,0,1,0,0,1.802009,1
