iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,10,1.5,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,90,1.25,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,1.5,0
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10,0.625,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,0.25,0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,0.5,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10,1.125,1
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,90,0.25,0
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,0.5,1
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,90,1.0,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,1.625,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.625,1
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,90,0.375,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,10,0.375,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.5,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,0.5,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,90,1.375,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,0.5,0
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,90,0.875,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,0.875,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,1.25,1
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,0.875,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.125,1
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,0.75,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,1.375,1
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,1.0,1
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,0.75,1
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,0.75,0
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,10,0.875,0
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.125,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.25,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.25,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,1.0,0
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.25,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,90,1.0,0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,1.0,0
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,90,1.125,0
