encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,0,1,1,0,2.518519,1
1,0,0,0,0,0,1,1,0,0,0,1.7,1
0,0,0,0,0,1,0,0,1,1,0,1.7,1
0,1,0,0,1,0,0,0,1,0,1,2.621212,1
0,1,0,0,0,1,0,1,0,1,0,0.5,1
0,1,0,1,0,0,0,1,0,1,0,0.5,1
0,0,0,0,0,1,0,1,1,1,0,0.5,1
0,1,0,0,1,0,0,0,1,0,0,0.5,1
1,0,0,0,1,0,0,0,1,0,1,2.190476,1
0,1,0,1,0,0,0,0,1,0,0,0.5,1
0,0,0,0,0,1,0,1,0,1,0,0.833333,1
0,1,0,0,0,1,0,0,0,0,0,2.375,1
1,0,0,0,1,0,0,0,1,0,0,1.833333,1
0,0,0,0,0,1,0,0,1,0,0,2.333333,1
0,0,0,0,1,0,0,0,1,0,1,2.166667,1
0,1,0,0,0,0,1,0,0,1,0,2.25,1
0,0,0,0,0,1,0,0,0,1,0,2.25,1
1,1,0,0,0,0,1,0,0,0,0,2.0,1
