encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,0,1,0,0,1,0,0,6.19
0,0,0,0,0,1,0,1,1,1,0,6.43
0,0,0,0,1,0,0,0,1,1,1,8.69
0,0,0,1,0,0,0,0,0,1,0,8.69
1,0,0,0,1,0,0,0,1,1,1,9.77
1,0,0,0,0,1,0,0,1,0,0,9.77
1,0,0,0,1,0,0,0,0,0,1,10.03
0,0,0,0,1,0,0,1,1,1,0,10.03
1,0,0,0,1,0,0,1,1,1,0,11.88
0,0,1,0,0,0,0,1,0,1,0,13.54
0,0,1,0,0,0,0,1,0,0,0,13.71
1,0,0,1,0,0,0,0,0,0,0,16.59
0,1,1,0,0,0,0,0,1,1,0,17.08
1,0,0,0,1,0,0,1,0,1,0,130.81
0,1,0,0,0,0,1,0,0,0,0,139.2
1,1,1,1,1,0,1,0,0,1,1,163.82104623125937
0,0,0,0,0,0,0,1,1,1,1,163.82140403407507
0,1,0,0,0,1,1,1,1,0,1,163.82186606469702
1,1,0,1,0,1,0,1,0,1,1,163.82200648129268
1,0,1,0,1,0,1,0,0,0,0,163.82229588145483
