NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,1,0,0,0,0,0,1,0,0,0,0,8,160,0,2.911129,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,160,0,2.911129,1
1,0,1,1,0,1,0,1,0,1,0,1,0,22,320,0,2.911133,1
1,1,0,0,0,0,0,0,1,1,0,1,0,48,8,0,1.3667,1
1,0,1,0,0,1,0,1,0,1,0,1,1,22,320,0,1.3667,1
0,1,0,0,1,0,0,0,0,0,0,0,0,22,320,0,1.3667,1
1,1,1,0,0,1,1,0,0,0,0,1,0,22,320,0,1.8815,1
1,0,1,0,0,1,0,0,1,1,0,1,1,48,320,0,1.3667,1
0,0,1,0,1,0,0,0,0,1,0,1,1,44,8,0,1.3667,1
1,0,1,0,0,1,0,1,0,1,0,1,1,44,320,0,1.3667,1
1,1,0,0,0,0,1,0,0,0,0,0,0,22,8,2,2.668533,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,2.668533,1
0,0,1,0,0,0,1,0,0,0,0,0,1,22,8,0,1.9556,1
0,1,1,0,0,0,0,1,0,0,0,0,0,22,8,2,2.43335,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,160,0,2.1611,1
1,1,1,0,0,1,1,0,0,1,0,1,0,22,320,0,2.1611,1
