NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,1,0.69
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,0.91
0,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,1.15
1,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,1.17
1,0,1,1,0,0,0,0,1,1,0,1,0,22,8,2,1.18
0,0,0,1,0,0,1,0,0,1,0,1,0,22,8,1,1.18
0,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,1.63
0,1,0,0,0,1,1,0,0,1,0,0,0,44,160,0,1.65
1,1,1,0,0,1,1,0,0,1,0,1,0,48,160,0,1.98
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,1,2.27
1,0,1,0,0,0,0,0,1,1,0,1,1,44,8,1,2.54
1,0,1,0,1,1,0,0,0,1,0,1,1,48,320,0,2.91
1,0,0,0,0,0,1,0,0,0,0,1,1,44,8,1,3.05
1,0,1,0,0,1,1,0,0,1,0,0,1,44,160,0,3.59
0,0,1,1,0,0,0,1,0,0,0,0,0,48,320,0,3.67
1,0,0,1,0,0,1,1,1,0,1,0,1,8,160,0,4.811060578464496
0,0,1,0,0,0,0,0,0,1,0,1,0,22,160,0,4.811182036501847
1,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,4.811304114348241
0,0,0,1,0,0,1,1,1,0,1,0,1,8,8,1,4.811412276797792
1,0,0,1,0,0,1,0,1,0,1,0,0,48,320,0,4.811648822162957
