iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,2.166667,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,10,2.0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.666667,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,10,1.333333,0
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,2.833333,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,90,2.0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,10,2.0,1
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,2.0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,2.5,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.833333,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,90,1.5,0
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.5,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,1.5,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,1.5,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,2.333333,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,1.5,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,2.166667,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.166667,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1.666667,0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,90,2.166667,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,90,1.833333,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,90,1.833333,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,10,1.833333,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,1.833333,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,2.0,1
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,2.0,1
0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,2.0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.166667,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.166667,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.166667,1
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,2.166667,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,90,2.166667,1
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,90,2.166667,1
