encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,1,0,2.373327,1
0,0,0,0,0,1,0,0,1,1,0,2.151833,1
0,0,0,0,1,0,0,0,1,0,1,2.320624,1
1,0,0,0,0,0,1,0,0,1,0,2.20222,1
1,0,0,0,0,0,1,0,1,0,0,2.220629,1
0,0,0,0,1,0,0,0,1,0,0,1.355533,1
0,0,0,0,0,0,1,0,1,0,0,2.522222,1
0,1,0,0,1,0,0,0,0,0,0,1.2111,1
0,1,0,0,1,0,0,1,1,1,1,1.911117,1
0,0,0,0,1,0,0,0,0,0,0,1.522233,1
0,0,0,0,1,0,0,0,0,0,1,1.522233,1
0,0,0,0,0,1,0,0,1,0,0,2.1963,1
0,0,0,0,1,0,0,1,0,0,1,1.8,1
0,1,0,0,1,0,0,0,0,0,1,1.766667,1
0,0,0,0,0,1,0,0,0,1,0,1.766667,1
0,1,0,0,1,0,0,0,1,0,1,1.766667,1
