encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,0,0.822233,1
1,1,1,0,0,0,0,0,0,1,0,1.577767,1
1,0,1,0,0,0,0,0,1,0,0,2.155583,1
1,1,0,0,0,1,0,0,0,0,0,1.41778,1
1,0,0,1,0,0,0,0,1,1,0,1.957157,1
0,1,0,1,0,0,0,1,0,0,0,1.688917,1
1,1,0,0,0,0,1,0,0,0,0,2.123795,1
0,0,0,0,0,1,0,0,0,0,0,2.204447,1
1,1,0,0,1,0,0,0,0,0,0,1.700007,1
0,0,0,0,1,0,0,0,0,1,0,2.277789,1
1,1,0,0,1,0,0,0,0,1,0,2.144442,1
1,1,0,1,0,0,0,0,0,0,0,2.144442,1
0,1,0,0,0,1,0,0,0,0,0,1.566667,1
1,0,1,0,0,0,0,0,0,1,0,1.566667,1
