NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,2.196267,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.812686,1
1,0,1,0,0,1,1,0,0,1,0,0,1,8,8,0,2.17775,1
1,0,1,1,0,0,1,0,0,0,0,0,0,22,160,0,1.1222,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.825917,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.0648,1
1,0,1,0,1,1,0,0,0,1,0,1,1,8,160,0,1.8,1
0,0,1,0,1,1,0,0,0,1,0,1,1,8,160,0,1.1222,1
1,0,1,0,0,1,1,0,0,1,0,1,1,22,8,0,1.1222,1
1,0,0,1,0,0,0,1,0,0,0,1,0,44,8,0,1.1222,1
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,2.594433,1
1,0,1,1,1,0,0,0,0,1,0,1,0,8,160,0,2.594433,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.594433,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,2.15,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,1.9833,1
