encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,2.189811,1
0,1,0,0,1,0,0,1,1,1,0,2.570367,1
0,1,1,0,0,0,0,1,0,0,0,2.416662,1
1,0,0,0,1,0,0,0,1,0,0,2.091675,1
1,0,0,0,0,0,1,0,0,1,0,2.1839,1
0,0,0,0,1,0,0,1,0,0,1,2.268243,1
0,0,0,0,1,0,0,1,1,0,1,1.1389,1
0,0,0,0,0,1,0,1,0,1,0,1.910167,1
1,0,0,0,1,0,0,1,1,0,1,1.1389,1
0,0,0,0,1,0,0,0,1,1,1,1.1389,1
1,1,0,0,0,1,0,0,0,0,0,2.30555,1
1,0,0,0,1,0,0,0,1,0,1,1.947233,1
0,0,0,0,1,0,0,0,1,0,1,1.8,1
0,0,0,0,1,0,0,0,0,0,1,1.9472,1
0,1,0,0,1,0,0,0,0,0,0,1.9472,1
0,1,0,1,0,0,0,1,1,1,0,1.8583,1
1,0,0,0,0,0,1,1,0,0,0,1.9611,1
0,1,0,0,1,0,0,0,1,0,1,2.130567,1
0,0,0,0,1,0,0,0,0,1,0,2.100933,1
0,1,0,0,1,0,0,1,1,0,1,1.6972,1
