encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,0,1,0,0,0,0,0,0,3.46
1,1,0,0,1,0,0,0,0,0,0,3.82
0,0,0,0,1,0,0,0,1,0,1,3.86
0,1,0,0,1,0,0,0,0,0,1,3.94
1,1,0,0,1,0,0,0,1,0,1,3.92
1,0,0,0,1,0,0,0,1,0,1,3.76
0,0,0,0,1,0,0,0,0,0,0,3.82
0,1,0,0,1,0,0,0,1,0,1,3.78
1,0,0,0,1,0,0,0,1,0,0,3.74
0,0,0,0,1,0,0,1,1,0,1,3.89
1,0,0,1,0,0,0,1,0,1,0,3.73
0,0,0,0,0,1,0,1,0,1,0,3.88
0,1,0,0,0,1,0,0,0,0,0,3.78
1,0,0,0,0,0,1,0,0,1,0,3.72
1,1,0,0,0,0,1,0,0,0,0,3.8
0,1,0,0,0,0,1,0,0,1,0,3.7
1,1,0,0,1,0,0,0,1,1,1,6.88
0,1,0,1,0,0,0,0,1,0,0,4.91
0,0,0,1,0,0,1,1,1,0,0,87.20669488157567
0,0,1,0,0,0,0,0,0,0,1,87.20667057327461
0,1,1,1,1,0,1,1,0,0,1,87.20423378379826
0,0,1,1,0,0,0,0,0,0,1,87.2085850598169
1,1,1,0,1,1,0,0,1,1,1,87.20236963644156
0,0,1,0,0,0,1,1,0,0,1,87.20374957426023
1,0,0,0,1,0,1,1,0,1,0,87.2013287259536
1,0,0,1,0,1,0,0,0,0,1,87.2027222766461
0,1,1,1,1,1,0,1,1,1,1,87.20204927807443
0,0,0,0,1,1,1,1,0,1,1,87.20844614392378
0,1,0,1,1,0,0,1,0,0,0,87.20596878398366
0,0,1,1,0,1,0,1,0,1,1,87.20690626643533
1,1,0,0,0,1,0,1,0,1,0,7.17
0,0,0,0,0,0,0,0,1,1,0,87.20359129497488
0,0,1,0,1,0,0,0,0,0,0,87.20402878103212
1,1,0,0,1,0,0,0,0,0,1,3.95
0,1,0,1,1,0,0,0,1,0,0,87.20620598748057
1,0,0,0,1,0,0,1,0,1,0,57.13
1,0,0,1,0,0,0,0,0,0,0,10.57
1,1,0,0,0,0,0,0,1,0,0,87.20322409978945
0,0,0,0,1,0,1,0,0,0,0,87.20254942877207
1,1,0,0,1,0,0,1,0,1,0,6.85
1,0,0,0,1,0,1,1,0,0,0,87.20655960570907
0,0,0,1,1,0,0,1,1,0,0,87.20751312127577
1,0,0,0,1,1,0,1,0,0,1,87.20890747458836
0,1,0,1,0,0,0,1,0,1,0,5.02
1,1,0,0,0,0,1,0,0,1,0,10.65
0,1,0,0,1,0,0,0,0,1,0,7.53
1,0,0,0,1,0,0,1,1,1,1,6.87
1,0,0,1,0,0,0,1,1,0,1,87.20183028443054
0,1,1,0,0,0,1,0,0,0,0,87.20612778898212
0,1,0,0,1,0,1,0,1,0,1,87.20254927955206
1,1,1,1,0,0,0,0,0,1,1,87.20540960056952
0,1,1,0,1,0,0,0,0,1,0,87.20125991017069
0,1,0,0,0,0,1,0,1,0,0,41.01
0,1,1,1,0,0,0,0,0,1,0,87.20599787908611
1,0,0,0,1,0,0,1,1,0,1,5.17
0,0,0,0,1,0,0,0,0,1,1,3.82
1,0,0,0,0,0,1,0,0,0,0,73.02
0,1,1,0,0,0,0,0,0,1,0,43.74
1,1,0,0,1,0,0,0,0,1,0,3.82
1,0,0,0,0,0,0,1,0,1,1,87.20764240933711
0,1,1,0,1,0,0,0,0,0,0,87.20526576391272
1,1,0,1,0,1,0,0,0,0,0,87.20270864441335
0,1,0,0,0,0,1,0,0,0,0,57.08
0,1,1,0,0,0,1,0,0,1,0,87.20437150039075
1,1,0,0,1,1,0,0,0,0,0,87.20430631727558
1,0,0,0,1,0,0,0,0,0,0,7.06
1,1,0,0,1,0,0,1,1,1,1,7.09
0,0,0,1,1,0,0,1,0,1,0,87.2035201485605
1,0,0,0,1,0,0,0,0,0,1,7.12
0,1,0,0,0,0,1,0,0,0,1,87.20690681528228
1,0,1,1,0,0,0,0,0,1,0,87.20888241748601
1,1,0,0,1,0,1,1,0,1,0,87.20162038342035
0,0,0,1,0,0,0,1,1,1,0,4.02
1,0,0,0,1,0,0,0,0,1,1,6.83
0,0,0,0,1,1,0,0,0,0,0,87.20786183408929
0,1,0,0,1,0,0,1,0,0,1,10.67
0,1,0,0,1,1,0,0,0,0,1,87.20120737026069
1,1,0,0,0,0,0,0,0,0,0,87.20477963479645
0,1,0,0,1,0,1,0,0,1,0,87.20109590373868
1,0,0,0,0,1,1,0,0,1,0,87.20353004126598
1,0,0,1,1,0,0,0,1,0,0,87.20274662596418
1,0,0,0,1,0,0,0,1,1,1,7.1
0,1,1,0,1,0,0,0,1,0,1,87.20181918341969
1,0,0,0,0,1,0,0,0,0,0,7.12
1,0,0,0,0,0,0,0,1,0,0,87.20390041637731
1,0,0,0,1,0,0,0,0,1,0,7.1
0,1,1,0,1,1,0,1,0,0,0,87.20574599603508
0,1,0,1,0,0,0,0,0,1,0,44.81
0,1,0,0,1,1,0,0,1,0,1,87.20285683176843
1,0,0,0,0,0,1,0,1,0,1,87.20836462978825
