iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,2.06666,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.9333,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.4815,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,0.9333,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,90,0.9333,0
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,0.9333,0
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,0.9333,0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.4815,0
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,0.9333,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,0.9333,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.511125,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.0963,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,1.72225,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.511125,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.12225,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.12225,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,10,1.4889,1
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10,1.4889,1
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,10,1.4889,1
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.4889,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.6444,1
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,90,1.6444,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.6444,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.9556,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.9556,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.9556,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.9556,1
