encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,1,0,1,1.9,1
0,1,0,0,1,0,0,1,1,0,1,1.5,1
1,1,0,0,1,0,0,0,0,0,0,1.5,1
1,0,1,0,0,0,0,0,1,0,0,1.5,1
1,1,1,0,0,0,0,0,0,1,0,1.6,1
1,0,0,0,0,0,1,0,0,1,0,1.3,1
0,1,0,0,1,0,0,0,0,0,1,1.3,1
0,1,0,0,0,0,1,0,0,1,0,1.8,1
1,0,0,0,1,0,0,0,1,0,0,1.6,1
1,1,0,0,1,0,0,0,0,0,1,1.0,1
1,0,0,0,0,0,1,1,0,0,0,1.3,1
1,0,0,1,0,0,0,0,1,1,0,1.4,1
1,1,0,0,1,0,0,0,0,1,0,1.6,1
1,0,0,0,1,0,0,0,1,0,1,1.6,1
1,0,1,0,0,0,0,0,0,1,0,1.5,1
0,0,0,0,1,0,0,1,1,0,1,0.8,1
0,1,0,0,1,0,0,0,0,0,0,1.2,1
0,0,0,1,0,0,0,1,1,0,0,1.4,1
0,1,1,0,0,0,0,1,0,0,0,1.3,1
1,0,0,0,0,0,1,0,1,0,0,1.1,1
