encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,1,1,1,0,2.9,1
1,1,0,0,0,1,0,0,0,0,0,2.6,1
0,1,0,0,0,1,0,0,0,0,0,2.7,1
0,0,0,0,1,0,0,0,0,0,0,1.2,0
0,0,0,0,1,0,0,0,0,1,0,2.9,1
1,1,0,0,1,0,0,0,0,0,0,2.6,1
0,1,0,0,1,0,0,1,1,1,1,1.9,0
0,0,0,0,0,1,0,1,0,1,0,1.9,0
0,0,0,0,1,0,0,1,1,0,1,1.8,0
0,0,0,0,0,1,0,1,0,0,0,1.9,1
0,0,0,0,1,0,0,1,0,0,1,2.2,1
0,1,0,0,1,0,0,0,0,0,1,1.3,0
0,0,0,0,0,1,0,1,1,1,0,1.6,0
0,1,0,0,1,0,0,1,1,0,1,2.1,1
0,0,0,0,1,0,0,0,1,0,0,2.1,1
0,1,0,0,1,0,0,0,0,0,0,1.8,0
0,1,0,0,1,0,0,0,1,0,1,2.1,1
1,1,0,0,1,0,0,0,0,1,0,2.0,1
1,0,0,0,1,0,0,0,1,0,1,1.5,0
0,0,0,0,0,1,0,0,0,0,0,2.3,1
0,0,0,0,0,1,0,0,0,1,0,1.9,0
1,1,0,0,1,0,0,0,0,0,1,2.2,1
0,0,0,0,0,0,1,0,1,0,0,1.9,1
0,0,0,0,0,1,0,0,1,1,0,2.0,1
0,0,0,0,0,1,0,0,1,0,0,2.1,1
0,0,0,0,1,0,0,0,1,0,1,2.2,1
0,0,0,1,0,0,0,1,1,0,0,2.0,1
1,0,0,0,0,0,1,0,0,1,0,2.1,1
0,0,0,0,1,0,0,0,1,1,1,2.1,1
