NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,1,0,0,0,0,0,0,0,1,0,0,8,160,0,2.2,1
1,0,1,1,0,1,0,0,1,1,0,1,0,8,8,0,2.577778,1
1,1,1,0,0,1,0,0,0,1,1,1,0,22,8,0,1.2,1
1,0,1,1,0,1,0,1,0,1,0,1,0,8,160,0,1.5,1
0,0,0,0,0,0,0,0,0,0,1,1,1,22,8,0,1.2,1
0,0,0,0,0,0,0,0,0,0,1,0,1,22,8,0,1.2,1
1,0,1,0,0,1,0,1,0,1,0,1,1,22,160,0,1.2,1
1,0,1,1,0,1,0,1,0,1,0,1,0,44,320,0,1.2,1
1,1,1,0,0,1,0,0,0,1,1,1,0,48,320,0,1.2,1
1,0,1,0,1,1,0,0,0,0,0,1,1,22,8,0,1.2,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,2.35,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.35,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,160,0,2.35,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,8,0,2.0,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,160,0,1.2,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,2,2.133333,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,2.133333,1
1,1,1,0,0,1,1,0,0,1,0,1,0,22,160,0,1.7,1
1,0,1,1,1,1,0,0,0,0,0,1,0,8,160,0,1.2,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.0,1
