encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,2.166667,1
1,1,0,0,0,1,0,0,0,0,0,2.37037,1
0,0,0,0,1,0,0,0,0,0,1,1.666667,1
1,1,0,0,1,0,0,0,0,0,0,2.148148,1
1,0,0,1,0,0,0,1,0,1,0,2.155556,1
1,0,0,0,1,0,0,0,1,0,0,2.166667,1
1,1,0,1,0,0,0,0,0,0,0,2.259259,1
0,0,0,0,1,0,0,0,0,1,1,1.62963,1
1,1,0,0,1,0,0,0,1,0,1,1.111111,1
0,0,0,0,1,0,0,0,1,1,0,1.111111,1
0,0,0,0,0,1,0,0,0,0,0,1.977778,1
1,0,0,0,1,0,0,0,1,0,1,1.666667,1
0,1,0,0,0,1,0,0,0,0,0,1.592593,1
0,0,0,0,1,0,0,0,0,1,0,1.861111,1
1,1,0,0,1,0,0,0,0,1,0,1.333333,1
0,0,0,0,1,0,0,0,1,0,0,1.444444,1
0,1,0,0,1,0,0,0,0,0,0,1.222222,1
