OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1.044433,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.343211,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.355567,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2.17558,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044433,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044433,0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1.044433,0
1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1.044433,0
0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1.044433,0
1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1.044433,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.338892,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.504453,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1667,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.1667,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.500033,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0074,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.000033,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.333367,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.866667,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.333367,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.333367,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2.174067,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.844417,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.977783,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.455533,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.174067,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.7333,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.833367,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.833367,1
