encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,0,1,1,0,2.295455,1
1,0,0,0,0,0,1,1,0,0,0,1.857143,1
0,0,0,0,0,1,0,0,1,1,0,1.375,1
0,1,0,0,1,0,0,0,1,0,1,2.580357,1
0,1,0,0,0,1,0,1,0,1,0,0.375,1
0,1,0,1,0,0,0,1,0,1,0,0.375,1
0,0,0,0,0,1,0,1,1,1,0,1.625,1
0,1,0,0,1,0,0,0,1,0,0,0.375,1
1,0,0,0,1,0,0,0,1,0,1,2.375,1
0,1,0,1,0,0,0,0,1,0,0,0.375,1
0,0,0,0,0,1,0,1,0,1,0,0.625,1
0,1,0,0,0,1,0,0,0,0,0,2.225,1
1,0,0,0,1,0,0,0,1,0,0,2.15625,1
0,0,0,0,0,1,0,0,1,0,0,2.325,1
0,0,0,0,1,0,0,0,1,0,1,1.75,1
0,1,0,0,0,0,1,0,0,1,0,2.28125,1
0,0,0,0,0,1,0,0,0,1,0,1.9375,1
1,1,0,0,0,0,1,0,0,0,0,1.75,1
