iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1.714286,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,1.47619,1
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,1.380952,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,1.885714,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,90,1.47619,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10,1.142857,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,90,1.964286,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,90,1.380952,1
0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,10,1.657143,1
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,1.142857,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.214286,1
1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,90,2.095238,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,1.928571,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,2.142857,1
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0.714286,0
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,10,0.714286,0
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,90,1.142857,0
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.714286,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,2.107143,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.0,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.0,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,90,1.428571,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.857143,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.285714,0
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,2.0,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.0,1
