encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,0,1,0,0,0,0,0,1.875,1
1,0,0,0,1,0,0,0,1,0,1,1.875,1
0,1,0,0,0,0,1,0,0,1,0,2.541667,1
0,1,0,0,1,0,0,0,1,0,1,2.7,1
0,0,0,0,1,0,0,0,1,0,1,1.916667,1
0,1,0,0,1,0,0,1,1,0,1,2.607143,1
1,1,0,0,1,0,0,0,0,0,1,1.25,1
0,1,0,0,1,0,0,0,0,0,0,1.25,1
0,0,0,0,1,0,0,1,1,0,1,1.25,1
1,1,0,0,0,1,0,1,0,0,0,1.25,1
0,0,0,0,1,0,0,0,0,1,0,2.333333,1
1,0,0,0,1,0,0,0,1,0,0,1.875,1
1,1,0,1,0,0,0,0,0,0,0,1.875,1
0,1,0,0,1,0,0,1,1,1,1,1.875,1
1,1,0,0,1,0,0,0,0,1,0,1.875,1
