iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,2.133333,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.221429,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.276923,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,0.5,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,90,0.833333,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,0.5,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,0.5,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,90,0.5,0
0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,90,0.5,0
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,0.5,0
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,2.083333,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.316667,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.15,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,90,1.2,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.4,1
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,1.92,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,1.0,0
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,1.6,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,1.35,1
0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.975,1
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,2.183333,1
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,90,1.4,1
0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,90,1.733333,1
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,1.7,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,1.65,1
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.6,1
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,90,1.633333,1
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.5,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.633333,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.5,1
