NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,2.577778,1
1,1,0,0,0,1,0,0,1,1,0,1,0,8,320,0,2.228571,1
0,0,0,1,0,1,1,0,0,0,0,0,0,8,160,0,2.32,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,1,1.85,1
0,1,0,0,0,1,1,0,0,0,0,0,0,8,160,0,1.7,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,320,0,1.2,1
1,0,1,0,0,1,0,0,1,0,0,1,1,8,160,0,1.2,1
0,1,0,0,0,1,1,0,0,1,0,0,0,22,160,0,1.2,1
1,1,1,0,0,1,0,0,1,1,0,0,0,22,160,0,1.2,1
0,1,0,0,0,0,1,0,0,1,0,0,0,22,160,0,1.2,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,160,0,2.35,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.35,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,0,2.266667,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,1,2.0,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,1.4,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,1.7,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,160,0,1.6,1
