encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,1,0,1,2.0111,1
1,1,0,0,1,0,0,0,0,0,0,2.27888,1
0,0,0,0,1,0,0,0,0,1,0,1.96664,1
0,0,0,0,0,0,1,0,1,0,0,2.27888,1
1,0,0,0,1,0,0,0,1,0,1,2.22775,1
0,0,0,0,1,0,0,1,0,0,1,1.687,1
1,0,0,0,0,0,1,0,1,0,0,2.5148,1
1,1,0,0,1,0,0,0,0,1,0,0.9222,1
0,0,0,0,1,0,0,0,1,0,0,1.96664,1
1,0,0,0,1,0,0,0,1,0,0,2.0111,1
0,0,0,0,1,0,0,0,0,0,1,1.4444,1
1,1,0,1,0,0,0,0,0,0,0,1.85,1
