encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,1,1.233333,1
1,1,0,0,1,0,0,0,0,0,0,2.222222,1
1,1,0,0,1,0,0,0,0,1,0,2.181818,1
0,1,1,0,0,0,0,1,0,0,0,2.161538,1
1,1,0,0,0,1,0,0,0,0,0,2.235714,1
0,1,0,0,1,0,0,0,0,0,0,1.466667,1
1,1,0,0,1,0,0,0,0,0,1,1.233333,1
0,0,0,0,1,0,0,0,0,0,0,1.3,1
0,0,0,0,1,0,0,0,0,0,1,1.3,1
0,0,0,0,1,0,0,0,0,1,0,2.3875,1
1,0,0,0,1,0,0,0,1,0,0,2.05,1
0,0,0,0,0,1,0,0,0,0,0,2.45,1
1,1,0,0,0,1,0,1,0,0,0,1.4,1
0,0,0,0,1,0,0,0,1,0,0,1.4,1
0,1,0,0,1,0,0,1,1,1,0,1.75,1
0,1,0,0,1,0,0,0,1,0,1,2.0,1
1,0,0,0,1,0,0,0,1,0,1,1.4,1
0,1,0,0,0,0,1,0,0,1,0,1.4,1
0,1,0,0,1,0,0,1,1,0,1,1.4,1
0,0,0,0,0,1,0,0,1,0,0,1.4,1
