encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,1,0,0,1.2741,1
0,0,0,1,0,0,0,1,1,0,0,1.98226,1
1,0,0,1,0,0,0,0,1,1,0,2.0267,1
1,0,0,0,1,0,0,0,1,0,0,2.192617,1
1,0,1,0,0,0,0,0,1,0,0,1.98226,1
0,1,0,0,1,0,0,1,1,0,1,2.433362,1
0,0,0,0,1,0,0,1,0,0,1,1.400033,1
0,0,0,0,1,0,0,0,0,0,0,0.6667,1
0,1,0,0,1,0,0,0,0,0,0,1.22225,1
0,0,1,0,0,0,0,1,1,1,0,1.2741,1
1,1,0,0,1,0,0,0,0,1,0,1.6889,1
0,1,0,0,0,1,0,0,0,0,0,1.4,1
1,1,0,0,1,0,0,0,0,0,0,1.7778,1
1,0,0,0,1,0,0,0,1,0,1,1.4,1
1,1,0,0,1,0,0,0,0,0,1,1.4,1
0,1,0,0,1,0,0,0,1,0,1,1.4,1
0,0,0,0,1,0,0,0,1,0,1,1.4,1
