NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,0,0,0,0,1,0,0,0,0,8,320,0,2.869857,1
1,0,1,0,0,1,1,0,0,0,0,1,1,22,8,0,1.3444,0
1,0,0,0,0,0,0,1,0,1,0,0,1,44,8,1,1.3444,0
1,0,1,1,0,0,1,0,0,0,0,0,0,44,8,2,1.3444,0
0,0,0,1,1,0,0,0,0,0,0,1,0,22,8,0,1.3444,1
0,0,0,1,0,0,0,0,1,0,0,0,0,48,8,1,1.85555,1
1,0,0,0,0,0,0,1,0,1,0,0,1,44,8,0,1.3444,1
1,1,0,0,0,0,0,1,0,1,0,1,0,48,8,1,1.3444,1
1,0,1,0,0,0,0,1,0,1,0,0,1,44,8,1,1.3444,1
0,0,0,1,0,0,0,1,0,0,0,0,0,44,320,0,1.3444,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,2.6241,1
0,0,0,0,0,0,0,0,1,1,0,1,1,8,8,1,2.6241,1
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,1,2.6241,1
1,0,0,0,0,0,0,0,1,0,0,1,1,8,8,1,1.6167,1
1,0,1,1,0,1,0,0,1,1,0,1,0,8,160,0,2.1167,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,0,2.1167,1
0,0,0,0,1,0,0,0,0,0,0,1,1,22,8,0,1.6167,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,1,2.3778,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,1,2.3778,1
1,1,1,0,0,0,0,0,0,1,1,1,0,22,8,0,1.8667,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.1389,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,2,2.1389,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,2,2.1389,1
