encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,0,0,1.975,1
0,0,0,0,0,1,0,0,0,0,0,2.487344,1
0,0,0,0,0,0,1,0,1,0,0,1.971829,1
0,1,0,0,1,0,0,0,1,0,1,2.47721,1
1,0,0,0,1,0,0,0,1,0,0,2.115886,1
0,1,0,0,1,0,0,0,0,0,1,0.8722,1
0,0,0,0,0,1,0,0,1,1,0,1.835167,1
0,1,0,0,1,0,0,1,1,0,1,1.9182,1
0,0,0,0,0,1,0,1,0,0,0,1.8222,1
0,0,0,0,1,0,0,1,1,0,1,0.8722,1
1,0,0,0,0,0,1,0,1,0,0,2.07332,1
0,1,0,0,0,1,0,0,0,0,0,2.22944,1
0,0,0,0,0,1,0,1,0,1,0,1.3139,1
0,0,0,0,1,0,0,0,1,0,0,1.78055,1
1,1,0,0,1,0,0,0,0,0,0,1.930533,1
0,0,0,0,1,0,0,0,0,1,0,1.81665,1
1,0,0,0,1,0,0,0,1,0,1,1.90555,1
