encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,0,1,0,0,0,0,0,2.151833,1
0,0,0,0,1,0,0,0,0,0,1,1.2111,1
0,1,0,0,0,1,0,0,0,0,0,2.64445,1
0,0,0,0,0,1,0,0,1,0,0,1.6815,1
0,0,0,0,0,1,0,0,0,1,0,1.2111,1
0,1,0,0,1,0,0,0,0,0,0,1.90555,1
0,0,0,1,0,0,0,1,1,0,0,2.383325,1
0,0,0,0,0,1,0,1,0,0,0,2.416667,1
1,1,0,0,0,1,0,1,0,0,0,1.2111,1
0,0,0,1,0,0,0,1,1,1,0,2.383325,1
1,1,0,0,1,0,0,0,0,0,0,2.14445,1
1,1,0,0,1,0,0,0,0,0,1,1.4167,1
0,0,0,0,1,0,0,0,0,1,0,2.14445,1
0,1,0,0,1,0,0,1,1,1,0,1.4167,1
0,0,0,0,0,1,0,0,0,0,0,1.4167,1
1,1,0,1,0,0,0,0,0,0,0,1.6,1
0,1,0,1,0,0,0,1,1,1,0,2.1111,1
0,1,0,1,0,0,0,1,0,0,0,1.6,1
0,0,0,0,0,1,0,0,1,1,0,1.8722,1
