NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.833317,1
1,0,1,1,0,1,1,0,0,1,0,1,0,22,160,0,1.2111,0
1,0,1,0,0,1,1,0,0,1,0,1,1,22,160,0,1.2111,1
1,0,1,0,0,0,0,0,1,1,0,0,1,8,8,2,1.859233,1
0,0,1,0,0,1,0,0,1,0,0,1,1,8,160,0,1.859233,1
1,0,1,0,0,1,0,0,1,0,0,1,1,8,160,0,1.8222,1
0,0,1,0,1,1,0,0,0,1,0,1,1,8,320,0,1.2111,1
1,0,0,0,0,1,1,0,0,1,0,1,1,22,160,0,1.2111,1
0,0,0,1,0,0,0,1,0,0,0,0,0,44,8,0,1.2111,1
0,0,1,1,0,0,0,1,0,0,0,0,0,22,8,2,1.2111,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.624067,1
1,0,0,0,0,0,0,0,1,1,0,0,1,8,8,1,2.44445,1
0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.44445,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,2.34445,1
1,0,1,1,0,1,0,1,0,1,0,0,0,8,8,0,2.34445,1
1,0,1,1,0,1,1,0,0,1,0,0,0,8,8,0,2.34445,1
1,1,0,0,0,1,1,0,0,1,0,1,0,22,160,0,1.7333,1
1,0,0,0,0,1,0,0,1,1,0,1,1,8,160,0,2.34445,1
0,0,0,1,0,0,1,0,0,1,0,1,0,22,8,0,1.7333,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,2.34445,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,2.2056,1
