encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,1.425,1
0,0,0,0,1,0,0,0,0,1,0,1.955556,1
0,0,0,1,0,0,0,0,0,1,0,0.3,0
0,0,0,0,0,1,0,0,0,0,0,2.191667,1
0,1,0,0,1,0,0,1,1,1,0,2.138462,1
1,1,0,0,0,0,1,1,0,0,0,0.3,0
0,1,0,0,1,0,0,0,0,0,0,1.842857,1
1,0,0,0,1,0,0,1,1,0,0,0.3,0
0,1,0,0,1,0,0,0,0,1,0,0.3,0
1,1,0,0,0,1,0,0,1,0,0,0.3,0
0,0,0,1,0,0,0,1,1,0,0,1.7,1
0,0,0,0,0,0,1,0,1,0,0,2.18,1
1,1,0,0,1,0,0,0,0,0,0,1.875,1
0,1,0,1,0,0,0,1,1,1,0,1.7,1
0,0,0,0,0,1,0,1,1,1,0,1.6,1
0,0,0,0,1,0,0,0,1,0,0,2.066667,1
0,1,0,0,0,0,1,0,0,1,0,1.88,1
1,0,0,0,0,0,1,0,1,0,0,2.12,1
0,1,0,0,0,1,0,0,0,0,0,1.65,1
1,0,0,0,0,0,1,0,0,1,0,1.566667,1
0,1,0,0,1,0,0,1,1,1,1,1.0,0
0,0,0,0,0,1,0,0,1,1,0,1.4,1
0,0,0,0,0,1,0,0,0,1,0,1.9,1
0,0,0,0,0,1,0,1,0,0,0,1.9,1
1,1,0,0,0,1,0,0,0,0,0,1.8,1
1,1,1,0,0,0,0,0,0,1,0,1.2,0
0,1,1,0,0,0,0,1,0,0,0,1.2,1
