encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,1,0,0,0,1,1,1,0,1.666667,1
0,0,0,0,0,1,0,0,1,0,0,1.61039,1
1,1,0,1,0,0,0,0,0,0,0,2.256198,1
0,0,0,0,0,1,0,0,0,0,0,2.219697,1
0,0,0,0,0,1,0,0,0,1,0,1.712121,1
0,0,0,0,1,0,0,0,0,1,0,2.248485,1
0,0,0,0,1,0,0,1,0,0,1,1.766234,1
0,0,1,0,0,0,0,1,1,1,0,1.363636,1
0,0,0,0,0,1,0,1,0,1,0,0.781818,0
1,0,0,0,0,1,0,0,0,0,0,0.454545,0
0,1,0,1,0,0,0,1,0,0,0,1.872727,1
0,0,0,0,1,0,0,0,1,0,1,2.022727,1
1,1,0,0,0,1,0,0,0,0,0,2.090909,1
0,0,0,0,1,0,0,0,0,0,0,1.272727,1
0,0,0,0,1,0,0,0,0,0,1,1.272727,1
1,1,0,0,1,0,0,0,0,0,0,2.2,1
0,1,0,0,1,0,0,0,1,0,1,2.054545,1
0,1,0,0,1,0,0,0,0,0,0,1.090909,1
0,1,0,0,0,1,0,0,0,0,0,1.681818,1
1,1,0,0,1,0,0,0,0,1,0,2.0,1
0,1,0,0,1,0,0,0,0,0,1,1.545455,1
0,0,0,0,0,1,0,0,1,1,0,1.545455,1
