encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,0,0,1,0,0,0,0,10.35
0,0,0,0,1,0,0,0,1,1,0,14.69
0,1,0,0,1,0,0,1,1,1,0,10.19
0,1,0,0,1,0,0,0,0,0,0,10.5
0,1,0,0,0,1,0,1,0,1,0,15.62
1,1,0,0,1,0,0,1,1,1,0,14.42
1,0,0,0,1,0,0,0,1,0,0,10.19
0,0,0,0,1,0,0,0,0,0,0,10.74
0,1,0,0,1,0,0,0,0,0,1,10.7
0,0,0,0,1,0,0,1,1,1,0,14.92
0,0,0,0,1,0,0,1,1,1,1,24.55
1,1,0,0,1,0,0,0,0,0,0,10.28
0,1,0,0,1,0,0,1,0,0,0,14.76
0,0,0,0,1,0,0,0,0,0,1,10.72
0,0,0,0,0,1,0,1,1,1,0,9.33
0,0,0,0,0,1,0,1,0,0,0,10.7
0,0,0,0,0,1,0,1,0,1,0,10.73
0,1,0,0,1,0,0,1,0,1,0,14.7
1,1,0,0,1,0,0,0,0,0,1,10.46
1,1,0,0,0,1,0,0,0,0,0,10.17
0,1,0,0,1,0,0,1,1,1,0,10.19
1,1,0,0,0,1,0,0,0,0,0,10.17
0,0,0,0,0,1,0,1,1,1,0,9.33
0,0,0,0,0,1,0,0,0,0,0,10.19
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,1,0,0,0,0,1,1,10.78
1,1,0,0,1,0,0,0,0,0,0,10.28
0,1,0,0,1,0,0,1,1,1,1,10.28
0,0,0,0,0,1,0,1,0,1,0,10.73
0,0,0,0,1,0,0,0,0,0,1,10.72
1,1,0,1,0,0,0,0,0,0,0,10.03
1,0,0,0,0,1,0,0,0,0,0,13.52
0,1,0,0,0,0,0,0,0,1,0,314.985338877692
1,1,0,0,1,0,0,1,0,0,0,14.92
1,1,1,0,0,1,0,0,1,0,0,314.98243144317814
1,1,0,0,1,0,1,0,0,0,0,314.9823134016709
1,0,0,0,1,1,0,1,1,1,0,314.9878841151833
0,0,0,0,1,1,0,1,1,1,0,314.98851778106916
0,0,0,1,1,0,0,1,1,1,0,314.98107808070614
0,1,0,0,1,1,0,1,1,1,0,314.98688055790717
0,1,0,0,0,0,0,1,0,0,0,314.98278970560267
1,1,0,0,1,0,0,0,1,0,0,230.29
1,0,0,0,1,0,0,0,1,0,1,10.16
0,1,0,0,1,0,1,0,0,0,0,314.98835326682973
0,0,0,0,1,0,0,1,0,0,1,10.36
0,0,0,0,0,0,0,1,1,0,0,314.98269225111767
1,1,0,0,0,1,0,1,1,1,0,18.76
0,0,0,0,1,0,1,0,1,0,0,314.9863256668195
1,1,0,0,0,1,0,1,0,1,0,13.55
1,1,0,0,0,1,0,1,0,0,0,10.62
1,0,0,0,1,0,0,0,0,0,0,14.66
1,0,1,1,1,0,0,0,0,0,0,314.9833073647436
1,1,0,1,0,0,0,1,0,0,1,314.9869983435631
0,1,0,0,0,1,0,0,0,0,0,10.13
0,1,1,0,0,1,0,0,1,0,0,314.98387299309826
1,1,0,1,0,0,1,1,0,1,0,314.9871873149479
0,0,0,0,0,1,0,1,1,1,1,314.9888081868356
0,1,0,0,0,0,1,0,0,0,0,226.32
1,1,0,1,0,0,1,0,0,0,0,314.9860861214208
0,0,0,0,1,1,0,0,0,0,0,314.9810164178714
1,1,0,0,1,0,0,1,1,0,1,164.98
0,1,0,0,0,0,0,1,0,1,0,314.9834541682639
0,1,1,0,1,0,0,1,1,1,0,314.9859457904886
0,0,0,0,0,1,1,0,0,0,0,314.9828629688368
1,1,0,0,1,1,0,0,1,0,1,314.9881954764665
0,0,1,0,1,1,0,0,0,0,0,314.9867496542124
1,1,0,0,1,0,0,0,1,1,0,18.06
0,1,0,0,1,1,0,0,0,0,0,314.98780975857323
0,1,0,0,0,1,0,0,1,0,0,15.68
0,0,0,0,1,1,0,0,0,1,0,314.98391291824277
0,1,0,0,0,1,0,1,1,1,0,14.75
0,0,0,1,0,1,0,1,1,1,0,314.9859379367371
1,1,0,0,0,1,0,1,0,0,1,314.98565407943914
1,0,0,0,0,0,0,0,1,0,0,314.98194179431323
1,1,0,0,1,0,1,1,1,1,1,314.9823442511368
1,1,0,1,1,0,0,0,1,0,0,314.9836358408053
0,0,0,1,0,1,0,1,0,0,0,314.98766390478744
0,0,0,0,0,1,0,1,1,0,1,314.9815886924502
1,0,0,0,1,1,0,0,1,1,0,314.98433182302176
1,1,0,0,0,0,0,0,1,1,0,314.98494961481356
0,0,1,0,0,1,0,1,1,1,0,314.9845186092017
1,0,0,1,1,0,0,0,0,0,0,314.9884747715112
1,1,0,1,0,0,0,1,0,1,0,19.0
0,0,0,0,0,1,0,0,0,0,1,314.98758334785555
0,1,1,0,0,0,0,0,0,1,0,165.44
1,1,0,1,0,1,0,1,1,0,0,314.9871504508941
0,0,0,0,0,1,0,1,1,0,0,14.93
0,0,0,0,1,0,0,1,0,0,0,23.62
1,0,0,0,1,1,0,0,1,0,1,314.9827844470411
1,1,0,0,1,0,0,1,1,0,0,12.3
