encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,1.88444,1
1,1,0,0,0,0,1,0,0,0,0,2.12965,1
0,0,0,0,0,1,0,0,1,1,0,2.011125,1
0,0,0,0,0,1,0,0,0,0,0,2.243436,1
0,0,0,0,1,0,0,0,1,0,0,1.64888,1
1,0,0,0,1,0,0,0,1,0,0,2.104956,1
0,0,0,0,0,1,0,0,1,0,0,2.317173,1
0,1,0,0,1,0,0,0,1,0,0,0.8222,0
0,1,0,0,0,1,0,0,0,0,0,2.24888,1
1,0,0,0,1,0,0,1,1,0,0,0.8222,1
1,0,0,0,0,0,1,0,1,0,0,2.150025,1
1,1,0,1,0,0,0,0,0,0,0,2.25112,1
0,0,0,0,0,1,0,0,0,1,0,1.4889,1
0,0,0,0,1,0,0,0,0,1,0,2.15,1
0,0,0,0,0,0,1,0,1,0,0,2.13335,1
1,0,0,0,1,0,0,0,1,0,1,2.2689,1
1,1,0,0,0,1,0,0,0,0,0,2.17556,1
1,0,0,1,0,0,0,0,1,1,0,2.063,1
1,0,0,1,0,0,0,1,0,1,0,1.8704,1
1,1,0,0,0,1,0,1,0,0,0,1.4667,1
0,0,0,0,1,0,0,0,0,0,0,1.6444,1
