iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,10,0.545455,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,1.545455,1
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.181818,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0.363636,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.090909,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,10,0.181818,0
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,0.181818,0
0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,90,0.181818,0
0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,0.181818,1
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,0.454545,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,90,1.272727,1
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,90,0.272727,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,90,0.272727,0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,0.818182,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,90,0.636364,0
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,90,0.727273,0
0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,90,0.272727,0
0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,90,0.727273,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.272727,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,0.545455,0
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,90,0.363636,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,90,0.545455,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,90,0.363636,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,0.363636,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.545455,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,0.454545,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,90,0.909091,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,90,0.545455,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,90,1.454545,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.363636,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,0.545455,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,10,0.727273,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10,0.545455,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,90,0.636364,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,1.181818,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,90,0.727273,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,0.727273,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,1.363636,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,0.727273,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.272727,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,0.818182,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0.818182,1
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0.818182,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.090909,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.181818,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,0.909091,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,0.909091,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,1.181818,0
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,1.181818,1
0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,1.0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.090909,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.090909,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,90,1.090909,0
