encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,1,0,0,0,0,0,1,0,0,2.380952,1
1,0,0,1,0,0,0,1,0,1,0,2.444444,1
1,0,0,0,1,0,0,0,1,0,1,1.722222,1
0,0,0,0,0,1,0,1,1,1,0,1.666667,1
0,0,0,0,0,1,0,0,1,1,0,1.722222,1
1,1,0,0,1,0,0,0,0,1,0,2.611111,1
0,0,0,1,0,0,0,1,1,0,0,2.380952,1
0,0,0,0,0,1,0,1,0,1,0,1.25,1
0,0,0,0,1,0,0,1,1,0,1,1.0,1
1,1,0,0,1,0,0,0,0,0,1,1.166667,1
0,1,0,0,0,0,1,0,0,1,0,1.944444,1
1,1,0,1,0,0,0,0,0,0,0,2.291667,1
0,1,0,0,1,0,0,0,0,0,1,1.333333,1
0,0,0,0,1,0,0,0,0,0,1,2.0,1
