NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,1,0,0,1,0,1,0,8,8,1,2.869438,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.869133,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,1,2.0622,1
0,1,0,0,1,0,0,0,0,0,0,1,0,22,8,0,1.6333,1
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,1.6296,1
1,0,0,0,0,1,0,0,0,1,1,1,1,8,320,0,1.2444,1
0,1,0,0,0,0,0,1,0,1,0,0,0,22,160,0,1.2444,1
1,0,1,0,0,1,1,0,0,1,0,1,1,22,160,0,1.2444,1
1,0,1,0,1,0,0,0,0,1,0,0,1,22,8,1,1.2444,1
1,1,1,0,0,0,0,1,0,1,0,0,0,44,8,0,1.2444,1
1,0,0,0,0,0,0,0,0,1,1,1,1,8,8,0,1.4222,1
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.4889,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.4889,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,320,0,2.1,1
1,1,0,0,0,1,0,0,0,1,1,1,0,8,160,0,2.4889,1
1,1,1,0,0,1,0,0,0,0,1,1,0,8,160,0,2.2778,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,2.2778,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,2.0667,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.0667,1
