NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,0,1,0,0,0,0,0,0,8,320,0,2.685714,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.6,1
0,0,0,0,0,0,1,0,0,0,0,0,1,8,160,0,2.0,1
1,1,0,0,0,0,1,0,0,1,0,0,0,22,160,0,1.0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,0,1.0,1
1,0,1,0,0,1,0,0,0,1,1,0,1,8,320,0,2.08,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,1,1.0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,160,0,1.0,1
1,0,1,1,0,0,0,1,0,0,0,1,0,22,8,0,1.0,1
0,0,0,0,0,1,0,0,1,0,0,0,1,22,160,0,1.0,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.4,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,2.4,1
1,0,1,0,0,1,0,0,0,1,1,0,1,8,8,0,2.133333,1
0,0,0,0,0,0,1,0,0,0,0,0,1,8,8,0,1.6,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,8,0,1.9,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,1.7,1
0,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,1.7,1
1,0,0,1,0,0,0,1,0,0,0,1,0,8,8,0,1.4,1
