NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.555556,1
0,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,1.4,1
0,1,0,0,0,1,1,0,0,1,0,0,0,44,160,0,1.64,1
1,0,1,1,0,0,1,0,0,0,0,1,0,22,8,1,1.4,1
1,1,1,0,0,1,1,0,0,1,0,1,0,48,160,0,1.4,1
0,0,0,0,0,0,0,1,0,0,0,0,1,22,8,1,1.4,1
1,0,1,0,0,0,0,0,1,1,0,1,1,44,8,1,1.4,1
1,0,1,0,1,1,0,0,0,1,0,1,1,48,320,0,1.4,1
1,0,0,0,0,0,1,0,0,0,0,1,1,44,8,1,1.4,1
1,0,1,0,0,1,1,0,0,1,0,0,1,44,160,0,1.4,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,1,2.3,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.3,1
0,1,0,0,0,1,1,0,0,1,0,0,0,22,160,0,2.3,1
0,1,0,0,0,0,1,0,0,0,0,1,0,22,8,0,1.0,1
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.133333,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.133333,1
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,2.133333,1
1,0,1,1,1,1,0,0,0,1,0,0,0,8,160,0,2.1,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,1,2.1,1
