iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,10,1.571429,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.428571,1
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,90,1.0,0
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,90,0.571429,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0.285714,1
0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,0.285714,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,90,0.571429,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,10,0.285714,0
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,90,0.285714,0
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,0.285714,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,90,1.571429,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,1.571429,1
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,90,1.571429,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.0,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.714286,1
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.571429,0
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.142857,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,90,1.571429,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.285714,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.142857,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.0,1
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,1.0,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.0,0
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,10,1.0,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,90,1.142857,1
0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,1.142857,0
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,1.142857,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.142857,1
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.142857,1
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,1.142857,1
