NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.511067,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.511067,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.72888,1
1,0,1,1,0,0,1,0,0,0,0,0,0,22,160,0,1.511067,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.72888,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,2.099983,1
1,0,1,0,0,1,0,0,0,0,1,1,1,8,8,0,2.72888,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,2.72888,1
1,0,0,1,0,0,0,1,0,0,0,1,0,44,8,0,1.511067,1
1,0,1,1,0,0,0,1,0,1,0,1,0,48,8,1,1.511067,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.366667,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.044433,1
