iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,1.571429,0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,1.714286,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,2.285714,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,90,2.428571,1
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,90,2.0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,1.285714,0
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,1.285714,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,1.285714,0
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,90,2.285714,1
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,90,1.285714,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,90,2.0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,1.857143,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,2.142857,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1.571429,0
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,2.571429,1
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,1.571429,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.857143,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,90,1.571429,0
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,10,1.571429,0
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,2.0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,90,1.571429,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,2.428571,1
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,1.714286,0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,2.285714,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,1.857143,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.285714,1
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,90,2.285714,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.857143,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.0,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,2.285714,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,90,2.285714,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.0,0
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,2.0,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,2.0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,2.0,1
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,90,2.142857,1
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,2.142857,1
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,2.142857,1
