encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,1,1,0,1,2.09779,1
0,1,1,0,0,0,0,1,0,0,0,2.077285,1
0,0,0,0,0,1,0,0,0,1,0,1.933362,1
0,1,0,0,1,0,0,0,1,0,1,2.6189,1
1,1,0,0,1,0,0,0,0,1,0,1.907171,1
1,1,0,0,0,0,1,1,0,0,0,0.544467,0
0,1,0,0,1,0,0,1,1,1,0,2.316692,1
0,1,0,0,1,0,0,0,1,0,0,0.544467,0
0,0,0,0,0,1,0,0,0,0,0,2.135192,1
0,1,0,0,0,1,0,0,0,0,0,2.1463,1
0,0,0,0,1,0,0,1,1,0,1,0.9833,0
1,1,0,0,1,0,0,0,0,0,0,1.633342,1
1,1,1,0,0,0,0,0,0,1,0,2.158907,1
0,0,0,0,1,0,0,0,1,0,1,1.527767,1
1,1,0,0,0,1,0,0,0,0,0,1.816693,1
0,0,0,0,0,1,0,0,1,1,0,2.016683,1
1,1,0,0,1,0,0,0,0,0,1,1.1667,1
0,1,0,0,1,0,0,0,0,0,1,1.833367,1
1,1,0,0,0,1,0,1,0,0,0,1.5167,1
0,1,0,0,1,0,0,0,0,0,0,1.816667,1
0,0,0,0,0,1,0,1,0,1,0,1.716667,1
0,1,0,0,1,0,0,1,1,1,1,1.5778,1
1,0,0,0,1,0,0,0,1,0,1,1.750033,1
