encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,0,1,0,1,0,0,2.75,1
0,1,0,0,0,0,1,0,0,1,0,2.375,1
1,0,0,0,1,0,0,0,1,0,0,2.5,1
1,0,0,0,0,0,1,0,1,0,0,2.625,1
1,1,0,1,0,0,0,0,0,0,0,2.75,1
0,1,0,0,1,0,0,1,1,1,0,2.75,1
0,0,0,0,0,1,0,0,1,1,0,2.625,1
0,0,0,0,1,0,0,0,1,0,0,2.0,1
0,0,0,0,0,1,0,0,0,1,0,2.125,1
0,0,0,0,1,0,0,1,0,0,1,2.625,1
1,0,0,0,1,0,0,0,1,0,1,1.625,0
0,1,0,0,1,0,0,0,0,0,1,1.375,0
0,1,0,0,1,0,0,1,1,0,1,1.5,0
0,1,1,0,0,0,0,1,0,0,0,1.625,0
1,1,0,0,0,1,0,0,0,0,0,1.625,0
1,0,0,0,0,0,1,0,0,1,0,1.625,0
0,0,0,0,1,0,0,0,0,0,1,2.0,1
0,0,0,0,1,0,0,0,0,0,0,1.625,1
0,0,0,0,0,1,0,0,1,0,0,1.625,0
1,0,0,1,0,0,0,1,0,1,0,2.125,1
1,1,0,0,1,0,0,0,0,1,0,1.75,1
0,0,0,0,1,0,0,0,1,0,1,2.0,1
1,0,1,0,0,0,0,0,0,1,0,2.0,1
1,0,1,0,0,0,0,0,1,0,0,2.0,1
1,1,0,0,0,0,1,1,0,0,0,2.125,1
0,0,0,0,0,1,0,1,0,1,0,2.125,1
0,0,0,1,0,0,0,1,1,1,0,2.125,1
