NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,1.03
1,0,1,1,0,1,0,1,0,1,0,1,0,8,320,0,1.76
0,0,0,0,0,0,0,0,1,0,0,1,1,22,8,0,4.27
1,0,1,1,1,1,0,0,0,1,0,0,0,22,160,0,4.33
1,1,1,0,0,1,0,1,0,1,0,1,0,44,320,0,3.84
0,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,5.72
1,0,1,0,0,1,0,1,0,1,0,1,1,22,320,0,4.49
0,1,0,0,0,0,0,0,0,1,1,0,0,44,320,0,6.78
1,1,1,0,0,1,0,1,0,0,0,1,0,44,320,0,5.13
0,1,0,0,0,0,0,0,0,0,1,0,0,44,320,0,7.01
0,0,1,0,0,1,0,0,1,1,0,0,1,22,8,0,4.47
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,3.18
0,1,0,0,0,1,0,1,0,0,0,0,0,44,160,0,10.43
0,0,1,0,0,1,0,0,1,1,0,1,1,8,320,0,3.33
1,0,1,1,0,1,0,0,1,0,0,1,0,8,160,0,2.54
1,1,0,1,0,0,0,1,1,0,1,0,1,48,320,1,30.751090799601116
0,0,0,1,1,0,1,0,0,1,0,1,1,22,320,0,30.753473757607544
1,0,0,1,1,1,0,0,0,0,1,0,1,44,8,0,30.757384246439102
0,0,1,1,0,1,0,0,0,1,1,1,0,8,160,2,30.756833583766095
0,0,0,0,1,1,0,1,0,0,0,0,1,44,320,2,30.751168699251348
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,1.03
1,0,1,1,0,1,0,1,0,1,0,1,0,8,320,0,1.76
0,0,0,0,0,0,0,0,1,0,0,1,1,22,8,0,4.27
1,0,1,1,1,1,0,0,0,1,0,0,0,22,160,0,4.33
1,1,1,0,0,1,0,1,0,1,0,1,0,44,320,0,3.84
0,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,5.72
1,0,1,0,0,1,0,1,0,1,0,1,1,22,320,0,4.49
0,1,0,0,0,0,0,0,0,1,1,0,0,44,320,0,6.78
1,1,1,0,0,1,0,1,0,0,0,1,0,44,320,0,5.13
