NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,2.782689,1
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,0,2.782689,1
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,1,1.2222,0
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,0,1.2222,0
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,0,1.2222,1
1,0,1,1,1,0,0,0,0,1,0,1,0,44,8,0,1.2222,1
1,1,1,0,1,1,0,0,0,1,0,1,0,48,160,0,1.2222,1
0,1,1,0,0,0,0,1,0,0,0,0,0,44,8,2,1.2222,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,0,1.2222,1
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,0,1.2222,1
1,0,1,0,0,1,0,0,0,0,1,1,1,8,8,0,2.57775,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,2.57775,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,2.192567,1
0,0,1,0,0,0,0,0,1,1,0,1,1,22,8,1,1.5333,1
1,0,0,0,0,1,0,0,0,0,1,0,1,8,320,0,1.5333,1
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,1,1.5333,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.3259,1
1,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,2.3259,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,320,0,1.5333,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,1.7111,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,2,1.9333,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,0,1.9333,1
