write,0,select,1,0.1,1.1,0.2,1.2,1.3,0.3,2,2674,27906,20834,36784,18392,24891,55070,35593,9450,8624,9,14473,1.4,36179,0.4,0.5,1.5,0.6,1.6,weight,selected
writev,1,select,0,0,0,0,1,1,1,0,63985,11306,56290,18828,9414,30271,39420,55672,7978,18969,3,10381,1,60150,0,0,0,1,797,0.333333,0
write,0,linux-sysepoll,0,1,0,0,1,1,1,2,63985,43803,56290,18828,9414,30271,39420,55672,7978,18969,3,10381,1,60150,0,0,0,1,797,0.333333,0
writev,1,select,1,0,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,0.333333,0
write,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,1.0,0
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,19098,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,520,1.0,0
writev,1,select,0,0,0,0,1,1,2,0,10583,4182,2709,36070,17783,63770,46270,21089,19133,20665,15,1438,1,18160,0,1,1,0,1473,0.333333,0
write,1,libev,1,1,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,0.833333,1
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,5,46420,1,65237,0,1,0,0,2177,0.333333,0
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,58338,30170,31821,531,56080,51548,21883,11516,60937,5,46420,1,65237,0,1,0,0,2177,0.333333,0
writev,1,select,1,0,0,1,1,1,2,2,25700,2763,8648,45667,22323,46190,5558,48641,22901,18221,11,25715,1,57633,1,1,1,1,1230,1.0,1
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,0.5,0
write,0,linux-sysepoll,0,1,0,0,1,0,2,0,63826,34805,35485,22259,25245,41941,29825,23929,20075,46141,14,51705,1,61153,1,0,1,1,28,0.5,1
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,56080,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,0.5,0
writev,1,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,37576,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,2171,0.5,0
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,26778,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,0.5,1
write,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,1.333333,1
write,0,poll,0,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,28,0.5,1
write,0,poll,0,0,0,1,1,1,2,2,63826,33198,35485,22259,15268,41941,29825,29081,20075,48571,14,51705,0,61153,1,0,1,1,681,0.5,0
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,0,1104,1.166667,0
writev,0,linux-sysepoll,0,1,1,0,1,0,0,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,642,1.166667,0
sendfile,0,linux-sysepoll,0,1,0,0,1,0,0,2,45043,34805,35485,24331,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,1.166667,1
writev,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,20984,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,1.166667,0
writev,1,linux-sysepoll,0,1,0,0,1,0,2,0,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,13,30625,1,7286,1,1,1,0,1104,1.166667,1
write,1,libev,1,1,0,1,1,1,0,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,0,1,1,681,0.666667,0
writev,1,linux-sysepoll,0,1,0,0,1,0,1,0,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,13,30625,1,7286,1,0,1,0,1473,0.833333,0
writev,0,linux-sysepoll,0,1,1,0,1,0,1,0,17876,59019,50580,31821,3687,56080,51548,21089,19133,60329,15,1438,1,9894,0,1,1,0,1473,0.833333,1
writev,0,linux-sysepoll,0,1,1,0,1,0,1,0,17876,59019,50580,31821,10078,56080,51548,21089,19133,20665,15,1438,1,9894,0,1,1,0,1473,0.833333,1
write,1,linux-sysepoll,0,1,0,0,1,0,2,0,17876,59019,50580,31821,10078,37306,51548,48641,22901,18221,11,25715,1,57633,1,0,1,0,2171,0.833333,1
write,1,linux-sysepoll,0,1,0,0,1,0,2,0,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,13,30625,1,7286,1,0,1,0,1473,0.833333,0
write,1,linux-sysepoll,0,1,0,0,1,1,1,2,17876,59019,6680,31821,10078,56080,51548,5965,11516,60937,13,30625,1,22001,1,0,1,0,1104,0.833333,1
writev,1,select,1,0,0,1,1,1,2,2,25700,2763,8648,4015,22323,46190,5558,48641,22901,18221,11,25715,1,57633,1,0,1,1,2171,0.833333,0
writev,1,libev,1,0,0,1,1,1,2,2,25700,2763,8648,45667,22323,46190,5558,48641,22901,18221,11,25715,1,57633,1,1,1,1,1230,1.333333,0
write,1,libev,1,1,0,1,1,1,0,2,45043,34805,35485,64516,16977,41941,769,5965,11516,60937,13,38091,1,7286,1,0,1,1,1473,0.833333,1
write,1,linux-sysepoll,1,0,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,8487,60937,13,30625,1,7286,1,1,0,0,443,1.0,1
writev,1,linux-sysepoll,0,1,0,0,1,0,0,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,1.0,1
write,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,56532,30170,33282,10078,8681,51548,11402,11516,60937,11,46420,1,7286,1,1,1,1,1214,1.0,0
write,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,20984,31821,531,56080,51548,5965,11516,60937,11,39568,1,7286,1,1,1,1,1104,1.0,1
writev,0,select,1,0,0,1,1,0,2,0,17876,59019,20984,11221,531,56080,51548,52744,11516,31814,11,32538,1,59975,1,0,1,1,1104,1.166667,0
writev,0,linux-sysepoll,1,0,1,0,1,0,1,0,17876,59019,50580,4015,16018,46593,5558,48641,22901,18221,11,25715,1,57633,1,0,1,1,2171,1.166667,0
