encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,0,0,0,2.80444,1
1,0,0,0,0,0,1,0,0,1,0,2.111133,1
0,0,0,0,1,0,0,0,1,0,0,2.503667,1
0,1,0,1,0,0,0,1,1,1,0,1.488867,1
0,0,0,1,0,0,0,1,1,1,0,1.488867,1
0,0,0,0,0,1,0,1,0,1,0,1.488867,1
0,0,0,1,0,0,0,0,0,1,0,1.488867,1
0,1,0,0,0,1,0,1,1,1,0,1.488867,1
0,1,1,0,0,0,0,1,0,1,0,1.488867,1
0,0,0,1,0,0,0,0,1,1,0,1.488867,1
0,0,0,0,0,1,0,0,1,0,0,2.466667,1
1,0,0,0,1,0,0,0,1,0,0,1.7556,1
1,0,0,0,1,0,0,0,1,0,1,1.7556,1
0,1,0,0,0,1,0,0,0,0,0,2.466667,1
0,0,0,0,0,1,0,0,0,1,0,2.466667,1
0,0,0,0,1,0,0,0,0,1,0,2.466667,1
1,1,0,0,0,1,0,0,0,0,0,2.177733,1
0,0,0,0,0,0,1,0,1,0,0,2.177733,1
