OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,2.015873,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.593407,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.979592,1
0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.571429,0
0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.571429,0
0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.571429,0
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.571429,0
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.333333,1
1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.571429,1
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0.571429,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.47619,1
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.047619,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.928571,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2.190476,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.809524,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.857143,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2.214286,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.714286,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.214286,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.428571,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1.5,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.428571,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2.0,1
