encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,0,0,1,0,10.26
1,1,0,0,1,0,0,0,0,0,0,10.28
1,0,1,0,0,0,0,0,0,1,0,10.14
1,1,0,1,0,0,0,0,0,0,0,10.03
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,1,0,0,0,1,1,0,0,10.3
1,0,1,0,0,0,0,0,1,0,0,10.35
0,1,0,1,0,0,0,1,0,0,0,8.85
0,1,0,0,1,0,0,0,1,0,1,10.17
0,0,0,0,0,1,0,0,0,0,0,10.19
0,0,0,0,1,0,0,0,0,0,1,10.72
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,0,1,0,0,1,0,0,9.94
1,0,0,0,1,0,0,0,1,0,1,10.16
0,0,0,0,0,1,0,0,0,1,0,10.23
1,1,1,0,0,0,0,0,0,1,0,9.96
1,0,0,1,0,0,0,1,0,1,0,9.95
0,0,0,0,1,0,0,0,1,0,0,9.33
1,0,0,0,1,0,0,0,1,0,0,10.19
0,0,0,0,1,0,0,0,1,0,1,10.31
0,1,1,1,1,0,1,1,0,0,1,314.9817530483708
0,0,1,1,0,0,0,0,0,0,1,314.9828784073349
1,1,1,0,1,1,0,0,1,1,1,314.98279201087
0,0,1,0,0,0,1,1,0,0,1,314.9828727966366
1,0,0,0,1,0,1,1,0,1,0,314.9861779511177
1,0,0,1,0,1,0,0,0,0,1,314.9835511094304
0,1,1,1,1,1,0,1,1,1,1,314.9845894663868
0,0,0,0,1,1,1,1,0,1,1,314.9878379393188
0,1,0,1,1,0,0,1,0,0,0,314.98214436337537
0,0,1,1,0,1,0,1,0,1,1,314.98672502643154
