encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,2.125,1
0,0,0,0,0,1,0,0,1,0,0,1.5,1
0,1,0,0,0,1,0,0,0,0,0,2.625,1
0,0,0,0,0,1,0,0,0,1,0,1.5,1
1,0,0,0,1,0,0,0,1,0,0,2.4375,1
0,1,0,0,1,0,0,0,0,0,1,1.5,1
1,1,0,0,1,0,0,0,0,0,1,1.5,1
0,1,0,0,1,0,0,1,1,0,1,2.35,1
0,0,0,0,0,1,0,1,1,1,0,1.5,1
0,0,0,0,1,0,0,1,1,0,1,1.5,1
0,0,0,0,1,0,0,1,0,0,1,1.25,1
0,0,0,0,0,1,0,0,1,1,0,1.25,1
0,0,0,0,1,0,0,0,0,0,1,1.25,0
0,0,0,0,0,1,0,0,0,0,0,1.25,0
0,1,0,0,1,0,0,0,0,0,0,1.25,1
0,0,0,0,1,0,0,0,1,0,0,1.25,0
1,0,0,0,0,0,1,0,1,0,0,1.875,1
0,0,0,0,1,0,0,0,1,0,1,1.25,1
0,0,0,0,0,0,1,0,1,0,0,2.0,1
0,1,0,0,0,0,1,0,0,1,0,2.0,1
1,1,1,0,0,0,0,0,0,1,0,2.0,1
1,1,0,0,0,1,0,0,0,0,0,1.5,1
1,0,0,0,0,0,1,0,0,1,0,1.5,1
