encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,1,0,2.477783,1
0,0,0,0,1,0,0,0,1,1,1,0.955533,1
1,0,0,0,0,0,1,0,1,0,0,2.492067,1
0,0,0,0,1,0,0,0,1,0,0,1.80555,1
0,0,0,1,0,0,0,0,0,1,0,0.955533,1
0,0,0,0,1,0,0,1,1,0,1,1.8926,1
1,0,0,0,1,0,0,0,1,0,0,2.453981,1
0,1,0,0,1,0,0,1,1,1,1,2.63969,1
0,0,0,0,1,0,0,0,1,0,1,1.3926,1
0,0,1,0,0,0,0,1,0,1,0,0.955533,1
1,0,0,0,1,0,0,0,1,0,1,1.7778,1
0,1,0,0,1,0,0,0,1,0,1,2.155567,1
0,0,0,0,0,1,0,0,0,0,0,2.155567,1
0,1,0,0,0,1,0,0,0,0,0,2.311125,1
0,1,0,0,1,0,0,1,1,1,0,1.577767,1
0,0,0,0,0,0,1,0,1,0,0,1.611133,1
0,1,0,0,1,0,0,1,1,0,1,2.166683,1
0,0,0,0,1,0,0,1,0,0,1,2.166683,1
0,0,0,0,1,0,0,0,0,0,1,1.7778,1
0,0,0,0,1,0,0,0,0,0,0,1.7778,1
