iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,2.572844,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,1.76,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,0.9778,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,10,1.533333,1
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,90,0.9778,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,10,0.9778,1
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,90,0.9778,0
0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,90,0.9778,1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,90,0.9778,1
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,90,0.9778,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,2.170367,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,2.170367,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.962967,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.372225,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,90,1.2,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,2.1926,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,1.9889,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,1.5778,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,1.9889,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.5778,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.9889,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.8,1
