encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,1,0,0,0,0,1,0,3.82
0,0,0,0,1,0,0,0,1,0,1,3.86
0,1,0,0,1,0,0,1,1,1,1,3.87
0,0,0,0,0,0,1,0,1,0,0,3.72
0,1,0,0,1,0,0,1,1,1,0,3.68
0,1,0,0,1,0,0,0,1,0,1,3.78
0,1,0,0,0,1,0,0,0,0,0,3.78
1,0,0,0,1,0,0,0,1,0,0,3.74
0,1,0,0,1,0,0,0,0,0,0,3.46
0,0,0,0,0,1,0,0,0,0,0,3.81
1,1,0,0,1,0,0,0,0,0,0,3.82
1,1,0,0,0,1,0,0,0,0,0,3.71
0,0,0,0,1,0,0,0,0,0,1,3.93
0,0,0,0,0,1,0,0,1,0,0,3.66
0,1,0,0,1,0,0,1,1,0,1,3.82
0,0,0,0,0,1,0,0,0,1,0,3.79
0,1,0,0,1,0,0,0,0,0,1,3.94
1,0,0,0,1,0,0,0,1,0,1,3.76
0,0,0,0,1,0,0,0,0,0,0,3.82
1,1,0,0,1,0,0,0,0,0,1,3.95
0,0,1,1,1,0,0,1,1,1,1,87.20503139948288
0,0,0,1,0,0,0,1,1,0,1,87.20626423356238
1,1,1,1,0,0,0,0,0,1,0,87.20677670908363
0,0,0,0,1,1,1,1,0,0,0,87.20449477017958
0,1,0,1,1,0,1,1,0,0,1,87.20136355250071
0,0,0,1,0,1,0,1,0,1,0,87.20228782752929
0,1,1,0,1,1,1,1,0,0,1,87.20680247527011
1,0,1,1,1,0,0,1,1,0,1,87.20660578177194
1,1,0,0,1,1,0,1,1,0,1,87.20354866707737
1,1,0,0,1,0,1,1,1,0,1,87.20265781994944
0,0,0,1,0,1,0,0,0,1,0,87.20282133169869
0,0,0,0,1,1,0,1,1,1,0,87.20441365254632
1,0,0,0,1,0,0,0,1,1,0,80.18
0,1,1,0,1,0,0,1,1,1,0,87.20274873514758
1,0,0,0,0,1,0,0,1,0,0,7.08
0,0,0,0,1,0,0,1,1,0,1,3.89
0,0,1,0,1,0,0,0,1,1,1,87.20565650811604
1,1,0,0,0,1,1,0,0,0,1,87.2040357535761
1,0,0,0,1,1,0,1,0,0,0,87.20657540911893
0,0,0,0,0,0,0,0,0,0,0,87.20480818883176
1,0,0,0,0,1,0,0,1,0,1,87.20593419864915
1,0,0,0,1,0,1,0,1,0,0,87.20338496058866
0,1,0,0,0,1,0,0,0,1,0,10.38
0,0,0,0,0,0,0,0,1,1,1,87.20213714852618
0,0,0,0,1,1,0,0,0,0,1,87.20692687807215
1,0,0,0,1,0,0,0,0,0,0,7.06
1,0,0,0,1,0,0,1,0,1,0,57.13
0,1,0,0,0,1,0,0,0,0,1,87.20760707051069
0,0,0,0,0,0,1,1,1,1,0,44.25
0,1,1,0,1,1,0,0,1,0,0,87.2022904730004
0,1,0,0,0,0,0,0,0,0,0,87.20849682111523
0,0,0,0,1,0,1,0,1,0,0,87.2064129855199
1,1,0,0,1,0,0,1,0,0,0,7.11
0,1,0,0,1,0,0,0,1,0,0,7.46
0,1,0,0,1,1,1,0,0,0,0,87.2072942941527
0,1,0,1,1,0,0,1,1,1,1,87.20251672107683
0,0,0,0,1,1,1,0,1,1,0,87.20374438547555
0,0,0,0,0,0,0,0,0,1,0,87.20574305047738
0,1,0,0,0,1,0,0,1,0,1,87.20465793412687
0,1,0,0,1,0,0,0,0,1,0,7.53
1,1,0,0,0,0,1,1,1,0,1,87.20335271571248
0,1,0,0,1,0,0,0,1,1,0,65.72
1,0,0,1,1,0,0,0,1,0,0,87.20650969351016
1,1,0,0,1,0,0,0,1,0,1,3.92
0,0,0,0,0,1,0,0,1,0,1,87.20610125229516
0,0,0,0,0,0,1,0,0,0,0,65.02
1,0,0,0,0,0,0,0,1,0,0,87.20661133293754
0,1,1,0,0,1,0,0,0,0,0,87.2015046083585
1,0,0,0,1,1,0,0,0,0,0,87.20286777007172
0,1,0,0,0,0,0,0,1,0,0,87.20894326013028
1,0,0,1,1,1,0,0,1,0,1,87.20864090745145
0,0,0,0,1,1,0,0,1,0,1,87.20298805807357
0,0,1,0,0,0,0,0,1,0,0,4.84
0,1,0,0,1,0,0,1,0,0,1,10.67
0,0,0,0,1,0,0,1,1,1,1,7.33
1,1,0,1,0,1,0,0,0,1,0,87.20649287273741
0,1,0,1,1,0,0,1,1,0,0,87.20517530525812
0,0,0,1,0,1,0,0,1,0,0,87.20546915059812
0,0,0,0,0,0,1,0,0,0,1,87.2048404906278
0,1,1,0,1,0,0,0,1,0,0,87.20662902009754
0,1,0,0,0,1,0,0,1,0,0,5.13
0,1,1,0,0,0,1,0,0,1,0,87.2065495101368
1,1,0,0,0,1,1,0,0,1,0,87.20418759476007
0,1,0,0,1,1,0,0,0,0,0,87.20562776579995
1,0,0,0,1,0,0,1,1,0,0,7.47
0,1,0,1,1,1,0,0,0,0,0,87.20818341347791
1,1,0,0,0,1,0,1,0,0,0,3.45
0,1,1,0,1,0,0,0,1,0,1,87.20716203460009
1,1,0,1,0,0,0,1,1,0,1,87.2037828853797
0,0,0,0,1,0,0,0,1,0,0,3.91
