NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,1,0,0,1,0,22,160,0,2.622222,1
1,0,0,0,0,1,1,0,0,1,0,1,1,22,8,0,1.266667,1
1,0,0,1,0,0,0,0,1,0,0,0,0,44,8,1,1.266667,1
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,2.2,1
1,0,1,1,0,0,0,0,0,0,1,0,0,22,160,0,1.3,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,160,0,1.4,1
1,0,1,1,0,0,1,0,0,0,0,0,0,44,8,2,0.8,1
1,0,0,1,0,0,0,0,1,1,0,0,0,48,8,0,0.8,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,0,0.8,1
1,1,1,0,0,0,0,1,0,0,0,1,0,48,8,0,0.8,1
1,1,0,0,0,1,0,0,0,1,1,1,0,8,160,0,2.45,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.45,1
1,1,1,0,1,1,0,0,0,1,0,1,0,22,160,0,2.4,1
0,1,1,0,0,0,0,0,0,1,1,0,0,22,160,0,2.1,1
1,0,0,1,1,1,0,0,0,1,0,1,0,22,8,0,2.066667,1
1,1,0,0,0,1,0,0,0,1,1,1,0,22,160,0,2.2,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,1.8,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,8,0,1.8,1
1,1,1,0,0,1,0,0,0,1,1,1,0,22,160,0,1.8,1
0,1,0,0,0,1,0,0,0,0,1,1,0,22,160,0,1.8,1
