encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,1,0,0,0,0,0,0,0,2.583333,1
1,0,0,0,0,0,1,0,1,0,0,2.333333,1
1,0,0,0,1,0,0,0,1,0,0,2.583333,1
1,0,0,1,0,0,0,0,1,1,0,2.666667,1
0,0,0,1,0,0,0,1,1,0,0,2.5,1
1,0,0,0,0,0,1,1,0,0,0,2.583333,1
0,1,0,0,1,0,0,1,1,0,1,2.583333,1
0,1,0,0,1,0,0,0,0,0,0,2.416667,1
0,1,0,0,1,0,0,0,0,0,1,2.0,1
0,0,0,1,0,0,0,1,1,1,0,1.583333,0
1,0,0,0,1,0,0,0,1,0,1,2.25,1
0,1,0,0,0,1,0,0,0,0,0,2.166667,1
1,0,0,1,0,0,0,1,0,1,0,1.333333,0
1,1,0,0,1,0,0,0,0,0,0,2.416667,1
0,1,0,0,0,0,1,0,0,1,0,1.333333,0
0,1,0,0,1,0,0,1,1,1,0,2.25,1
0,1,0,0,1,0,0,0,1,0,1,2.166667,1
1,0,0,0,0,0,1,0,0,1,0,1.416667,0
0,0,0,0,1,0,0,0,0,0,0,1.416667,0
0,0,0,0,0,0,1,0,1,0,0,2.166667,1
0,1,0,1,0,0,0,1,1,1,0,2.333333,1
0,0,0,0,1,0,0,1,0,0,1,1.833333,0
1,1,0,0,1,0,0,0,0,1,0,1.833333,0
0,0,0,0,1,0,0,0,0,1,0,2.166667,1
1,1,0,0,1,0,0,0,0,0,1,1.916667,0
0,0,0,0,0,1,0,0,1,1,0,2.0,1
0,0,0,0,1,0,0,0,1,0,1,2.0,0
0,0,0,0,0,1,0,0,0,1,0,2.0,1
1,1,0,0,0,1,0,0,0,0,0,2.083333,1
