encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,1,0,0,0,1,0,0,0,1.454545,1
1,0,0,0,0,0,1,0,1,0,0,1.363636,1
0,1,1,0,0,0,0,1,0,0,0,1.636364,1
1,0,0,1,0,0,0,0,1,1,0,1.727273,1
1,0,0,0,1,0,0,0,1,0,0,1.636364,1
0,1,0,0,1,0,0,1,1,0,1,1.636364,1
0,1,0,1,0,0,0,1,1,1,0,1.454545,1
0,0,1,0,0,0,0,1,1,1,0,0.909091,0
0,1,0,0,1,0,0,0,1,1,1,0.181818,0
0,0,0,0,1,0,0,0,1,1,1,0.181818,1
1,0,0,1,0,0,0,1,0,1,0,1.545455,1
0,1,0,0,1,0,0,1,1,1,0,1.636364,1
1,0,0,0,0,0,1,1,0,0,0,1.636364,0
0,0,0,0,1,0,0,0,0,0,0,1.090909,1
0,1,0,0,1,0,0,1,1,1,1,1.0,1
0,0,0,1,0,0,0,1,1,1,0,0.818182,1
0,0,0,0,1,0,0,0,0,1,0,1.454545,0
1,0,0,0,1,0,0,0,1,0,1,1.090909,1
0,0,0,0,0,1,0,1,0,0,0,0.818182,0
0,1,0,0,1,0,0,0,0,0,0,0.909091,0
1,1,0,0,1,0,0,0,0,1,0,0.909091,1
1,1,0,0,1,0,0,0,0,0,0,1.363636,1
0,0,0,0,0,1,0,0,1,0,0,1.090909,1
0,0,0,0,1,0,0,0,0,0,1,1.0,1
0,0,0,0,0,0,1,0,1,0,0,1.181818,1
0,1,0,0,1,0,0,0,1,0,1,1.090909,1
0,0,0,0,0,1,0,0,1,1,0,1.090909,0
