id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
291,0,none,0,0.3288599459493289,1,7,0,10,27.60370491397178,3:-3,none,1,438,0,dia,9,0,1,cbr,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,1,3.82
1641,0,p8x8,2,0.6852485530842913,0,14,1,-6,23.43967311937345,4:-4,none,0,49,1,tesa,37,0,0,cbr,0,baseline,0.8403633032237157,29,13,70,14,27,1,52,0,0,0,4.33
2152,0,"p8x8,b8x8,i8x8,i4x4",2,0.4068796369042392,0,12,1,9,29.58495568862226,3:3,spatial,0,51,2,dia,54,1,1,vbr,0,high,0.6493532546000097,48,4,92,2,80,0,25,0,1,0,4.4
291,0,none,0,0.3288599459493289,1,7,0,10,27.60370491397178,3:-3,none,1,438,2,umh,4,0,1,none,0,main,0.9601945041226374,30,4,41,2,51,1,60,2,0,1,5.16
291,0,none,0,0.1242251522190411,1,7,0,9,29.58495568862226,6:-6,none,0,51,0,dia,58,0,0,none,0,baseline,0.6493532546000097,30,4,41,2,51,1,60,2,0,2,6.34
835,0,none,2,1.1561606913061346,0,13,0,-1,44.52716503298801,4:-4,none,0,49,1,esa,37,0,0,cbr,1,baseline,0.8403633032237157,29,13,70,14,27,1,52,0,0,0,6.52
354,1,p8x8,1,1.0455357668283287,1,10,0,1,45.725577216908825,1:1,auto,1,411,0,dia,17,0,1,vbr,1,high,0.8312621137471209,33,17,249,15,86,4,18,0,1,0,7.73
354,1,p8x8,1,1.0455357668283287,1,10,0,1,45.725577216908825,1:1,auto,1,411,0,dia,17,0,1,vbr,1,high,0.8312621137471209,33,17,249,15,86,4,18,0,0,0,7.73
354,1,p8x8,1,1.0455357668283287,1,10,0,1,45.725577216908825,1:1,auto,1,411,0,dia,17,0,0,cbr,1,baseline,0.8403633032237157,29,13,70,14,27,1,52,0,0,0,8.66
76,0,p8x8,1,0.6295137611273145,2,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,0,8.79
76,0,p8x8,1,0.6295137611273145,2,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,58,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,1,1,1,8.79
2087,0,"p8x8,b8x8,i8x8,i4x4",0,0.2831775362034119,2,10,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,1,1,vbr,0,main,0.6493532546000097,48,4,92,2,80,0,25,0,1,0,8.79
2152,0,"p8x8,b8x8,i8x8,i4x4",2,0.4068796369042392,0,12,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,9,0,1,cbr,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,1,8.79
835,0,p4x4,2,0.5333796790393036,2,0,1,9,29.58495568862226,-1:1,none,0,368,0,dia,58,0,0,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,1,1,0,8.79
76,0,p8x8,1,0.6295137611273145,0,0,1,9,29.58495568862226,6:-6,spatial,0,51,0,dia,58,0,0,none,0,baseline,0.6493532546000097,30,4,41,2,51,1,60,2,0,1,8.79
2087,0,"p8x8,b8x8,i8x8,i4x4",0,0.2831775362034119,2,10,1,9,15.696043333289593,4:4,spatial,0,51,0,esa,9,0,1,cbr,0,baseline,0.6493532546000097,48,4,92,1,80,0,2,2,0,1,8.79
1530,0,p4x4,3,1.8882412900884025,0,16,1,-1,28.350071947390937,-4:4,temporal,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,1,0,8.79
76,0,p8x8,2,0.6295137611273145,2,0,1,9,3.643598341057589,4:4,spatial,0,51,2,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,98,0,2,0,0,0,8.79
76,0,p8x8,1,0.6295137611273145,2,0,1,9,29.58495568862226,4:4,spatial,0,261,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,0,8.79
76,0,p8x8,2,0.6295137611273145,2,0,1,9,3.643598341057589,4:4,spatial,0,51,2,dia,54,0,0,none,0,baseline,0.6493532546000097,48,8,92,2,98,0,2,0,1,0,8.79
