NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,1,1,0,1,0,8,160,0,2.716044,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,2,1.3778,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,0,1.970367,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.716044,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.716044,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.317457,1
1,0,1,0,0,1,1,0,0,0,0,1,1,22,8,0,1.3778,1
1,0,0,0,0,0,1,0,0,0,0,1,1,44,8,0,1.3778,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,2,1.3778,1
0,0,0,1,0,0,0,0,0,1,1,0,0,22,8,1,1.3778,1
1,0,0,1,0,0,0,1,0,0,0,1,0,8,8,1,2.483325,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,160,0,2.1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,2,1.9111,1
0,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,1.9111,1
