NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.872225,1
0,1,1,0,0,0,0,0,1,0,0,0,0,8,160,0,2.872225,1
1,1,0,0,0,0,0,0,1,1,0,1,0,8,8,0,2.374067,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.872225,1
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,2.872225,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,160,0,2.374067,1
1,1,1,0,0,1,1,0,0,0,0,1,0,22,320,0,1.4556,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,8,0,2.0833,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,160,0,1.5722,1
1,0,0,1,1,1,0,0,0,1,0,1,0,8,320,0,2.35555,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.1167,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.1167,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,320,0,2.1167,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,2.1167,1
