NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,1,2.84444,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,2,2.84444,1
0,1,0,0,0,1,1,0,0,0,0,1,0,44,160,0,1.288867,1
0,1,1,0,0,0,1,0,0,0,0,1,0,44,160,0,1.288867,1
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,1,2.103667,1
0,0,0,1,0,0,1,0,0,1,0,1,0,44,160,0,1.288867,1
0,0,0,1,0,0,0,1,0,0,0,0,0,44,8,1,1.288867,1
1,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,1.288867,1
1,0,1,1,1,1,0,0,0,1,0,1,0,22,8,0,1.288867,1
0,1,0,0,1,0,0,0,0,1,0,0,0,22,8,0,1.288867,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,2.566667,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,1,2.566667,1
0,1,0,0,0,0,0,0,1,0,0,1,0,8,320,0,2.566667,1
0,1,0,0,0,0,0,1,0,0,0,0,0,44,8,1,1.8444,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.288933,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2.288933,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,2.288933,1
